paper_id,sentence_id,sentence
2410.03524,2410.03524_S008,GPT-4o answers all multiplication questions correctly using text for small numbers (left side) and generates code for very large numbers (right side).
2410.03524,2410.03524_S009,"Compared to GPT-4o, GPT-4o-mini and GPT-3.5 are more conservative so that they generate code all the time when encountering slightly complex questions."
2410.03524,2410.03524_S010,"Although the LLM CI truly uses code generation/execution, in some cases, the code serves merely as a form of textual reasoning, calculating and verifying values without efficiently aiding in finding the correct answer, unlike the correct answer version."
2410.03524,2410.03524_S011,We find LLMs always follow the instructions to generate the code or text answers.
2410.03524,2410.03524_S012,We propose three methods that aim to improve LLM's decisions on code/text generation: 1) Code Interpreter+: Encourage the Code Interpreter to use code by prompting it the same way as in the All Code method.
2410.03524,2410.03524_S013,"Code + Text + Sum.: Implement a multi-agent framework that first queries LLMs to answer the question with All Text and All Code methods, respectively."
2410.03524,2410.03524_S014,Then the final solution is obtained by combining and summarizing both versions of the answers by the same LLM but prompted differently.
2410.03524,2410.03524_S015,"Self-estimate Score: Ask the LLM to first evaluate its confidence in solving a task using either code or text, assigning a score to each."
2410.03524,2410.03524_S016,"Then, have it choose the mode with the higher score to answer."
2410.03524,2410.03524_S017,"After the LLM generates a response containing code, we execute the code and return the results for further self-reflection and refinement."
2410.03524,2410.03524_S018,"If the response contains no code, we return the original answer."
2410.03524,2410.03524_S019,The process stops once the LLM returns a 'Terminate' signal or reaches the maximum iteration number.
2410.03524,2410.03524_S020,"The methods that rely more on code tend to improve with multi-turn refinement, likely because code execution provides additional feedback for reflection."
2410.03524,2410.03524_S021,"In contrast, the degradation of text-based methods suggests that LLMs can worsen answers through self-reflection alone."
2410.03524,2410.03524_S022,"LLMs are used to interact with softwares and websites, plan robot actions, solve academic problems like math and physics, and infer with logical tasks and texts."
2410.03524,2410.03524_S023,"Since code is a natural medium to connect with external tools and functions, many works also directly query LLMs to generate code as action plans for better connecting with the following tools."
2410.03524,2410.03524_S024,"Inspired by above works, we apply the multi-turn setting into code/text generation to ask LLMs for self-reflection on wrong answers generated in previous rounds."
2410.04444,2410.04444_S001,"In this paper, we introduce Gödel Agent, a self-evolving framework inspired by the Gödel machine, enabling agents to recursively improve themselves without relying on predefined routines or fixed optimization algorithms."
2410.04444,2410.04444_S002,"Gödel Agent leverages LLMs to dynamically modify its own logic and behavior, guided solely by high-level objectives through prompting."
2410.04444,2410.04444_S003,"Some agents are designed to iterate over a fixed routine consisting of a list of fixed modules, while some of the modules are capable of taking self- or environment feedback to refine their actions."
2410.04444,2410.04444_S004,"More automated agents have been designed to be able to update their routines or modules in some pre-defined meta-learning routine, for example, natural language gradients, meta agent, or creating and collecting demonstrations."
2410.04444,2410.04444_S005,"In this paper, we choose to implement it by letting it manipulate its own runtime memory, i.e., the agent is able to retrieve its current code in the runtime memory and modify it by monkey patching, which dynamically modifies classes or modules during execution."
2410.04444,2410.04444_S006,"In this function, LLM analyzes and makes a series of decisions, including reading and modifying its own code from runtime memory (self-awareness and self-modification), and interacting with the environment to gather feedback."
2410.04444,2410.04444_S007,"These systems often employ techniques such as prompt engineering, chain-of-thought reasoning and planning, as well as reflection, code generation, tool use, retrieval-augmented generation, and multi-agent collaboration."
2410.04444,2410.04444_S008,"The decision-making function f0, implemented by an LLM, determines a sequence of appropriate actions a1, a2, ..., an based on the current environment E, the agent's algorithm, and the goal g."
